started_at_dt,ended_at_dt,duration,start_station_id,end_station_id
2019-08-06 09:47:58+02:00,2019-08-14 08:09:24+02:00,685286,423,438
2019-08-06 11:52:36+02:00,2019-08-08 19:34:03+02:00,200486,578,599
2019-08-07 05:33:37+02:00,2019-08-08 13:51:53+02:00,116295,457,489
2019-08-07 20:28:20+02:00,2019-08-09 06:58:29+02:00,124209,585,538
2019-08-08 15:39:44+02:00,2019-08-10 18:34:52+02:00,183308,463,446
2019-08-08 21:43:06+02:00,2019-08-10 01:36:18+02:00,100392,398,605
2019-08-09 11:30:31+02:00,2019-08-10 15:28:02+02:00,100651,530,423
2019-08-09 13:07:24+02:00,2019-08-20 17:20:30+02:00,965585,413,413
2019-08-09 17:10:53+02:00,2019-08-22 08:17:14+02:00,1091181,616,424
2019-08-09 17:35:53+02:00,2019-08-13 14:31:37+02:00,334543,412,423
2019-08-09 18:56:49+02:00,2019-08-11 21:33:32+02:00,182203,586,408
2019-08-09 19:41:20+02:00,2019-08-11 13:40:14+02:00,151134,377,611
2019-08-09 23:50:30+02:00,2019-08-11 13:14:14+02:00,134623,535,548
2019-08-10 12:31:15+02:00,2019-08-12 00:04:46+02:00,128011,423,482
2019-08-10 14:35:49+02:00,2019-08-11 14:58:49+02:00,87780,607,599
2019-08-10 15:25:32+02:00,2019-08-15 07:23:44+02:00,403091,507,516
2019-08-10 19:47:37+02:00,2019-08-13 06:22:28+02:00,210891,414,409
2019-08-10 21:37:00+02:00,2019-08-13 19:56:09+02:00,253149,586,423
2019-08-10 23:51:35+02:00,2019-08-12 08:10:51+02:00,116356,457,574
2019-08-11 08:24:30+02:00,2019-08-12 16:09:15+02:00,114284,579,480
2019-08-11 16:46:45+02:00,2019-08-19 15:43:00+02:00,687374,597,455
2019-08-11 19:34:49+02:00,2019-08-12 19:38:26+02:00,86617,434,459
2019-08-12 16:31:45+02:00,2019-08-20 14:38:43+02:00,684417,385,423
2019-08-12 18:06:58+02:00,2019-08-16 23:20:11+02:00,364393,385,401
2019-08-13 14:38:21+02:00,2019-08-14 15:30:45+02:00,89544,438,591
2019-08-13 15:37:10+02:00,2019-08-14 16:10:56+02:00,88425,453,430
2019-08-13 17:06:50+02:00,2019-08-22 08:27:39+02:00,746448,479,445
2019-08-16 08:10:25+02:00,2019-08-19 07:12:54+02:00,255748,468,494
2019-08-16 11:11:36+02:00,2019-08-19 05:33:34+02:00,238918,400,484
2019-08-16 15:47:10+02:00,2019-08-17 19:07:55+02:00,98445,465,440
2019-08-16 21:28:21+02:00,2019-08-19 09:15:42+02:00,215241,455,571
2019-08-16 23:10:39+02:00,2019-08-18 06:21:12+02:00,112233,387,473
2019-08-16 23:42:10+02:00,2019-08-23 07:06:41+02:00,545071,556,408
